transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price
1-11-2025-45827,Sales,Sell,2025-11-03,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,RESORTZ RESIDENCE BLOCK 2,Resortz Residence,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,43.19,550000.0,12734.43
1-41-2024-12100,Sales,Delayed Sell,2024-06-17,Land,,Commercial,Existing Properties,Wadi Al Safa 7,,The Acres,,,,,0,512.02,7213000.0,14087.34
1-102-2025-108173,Sales,Sell - Pre registration,2025-10-28,Unit,Flat,Residential,Off-Plan Properties,Dubai Investment Park Second,DAMAC Riverside Views - Capri 1 -A,DAMAC RIVERSIDE VIEWS - CAPRI 1 ,,,,1 B/R,1,69.02,1059250.0,15347.0
1-102-2024-41237,Sales,Sell - Pre registration,2024-06-10,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,,,,1 B/R,1,68.82,1064340.0,15465.56
1-102-2024-51763,Sales,Sell - Pre registration,2024-07-18,Unit,Flat,Residential,Off-Plan Properties,Bukadra,340 Riverside Crescent,340 Riverside Crescent,,,,2 B/R,1,88.5,2233847.0,25241.21
1-11-2025-4357,Sales,Sell,2025-02-03,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 5,Skycourts Tower D,SKY COURTS,IMG World Adventures,,,2 B/R,1,119.53,885000.0,7404.0
1-102-2024-90973,Sales,Sell - Pre registration,2024-10-28,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,AZIZI VENICE 7 - Building C,AZIZI VENICE 7,,,,1 B/R,1,70.08,1200000.0,17123.29
1-102-2024-29251,Sales,Sell - Pre registration,2024-05-07,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fifth,LAGOON VIEWS 3 - TOWER A,DAMAC LAGOONS - LAGOON VIEWS 3,,,,1 B/R,1,71.83,1213734.0,16897.31
1-102-2024-83775,Sales,Sell - Pre registration,2024-10-09,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fifth,LAGOON VIEWS 9 - TOWER A,DAMAC LAGOONS - LAGOON VIEWS 9,,,,1 B/R,1,70.95,1290000.0,18181.82
1-11-2024-11341,Sales,Sell,2024-03-28,Unit,Flat,Residential,Existing Properties,Al Hebiah Fourth,GRAND HORIZON 1,GRAND HORIZON 1,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,75.32,510000.0,6771.11
1-102-2024-41228,Sales,Sell - Pre registration,2024-06-10,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,,,,1 B/R,1,70.53,1128730.0,16003.54
1-11-2024-38420,Sales,Sell,2024-10-10,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 2,MAZAYA 31,QPOINT LIWAN-PLOT R072,IMG World Adventures,,,1 B/R,1,77.38,500000.0,6461.62
1-11-2024-3610,Sales,Sell,2024-02-01,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 2,Mazaya 21,QPOINT LIWAN-PLOT R096,IMG World Adventures,,,1 B/R,1,78.05,455000.0,5829.6
1-11-2024-50648,Sales,Sell,2024-12-30,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Residences_E1,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,221.02,8000000.0,36195.82
1-11-2024-48243,Sales,Sell,2024-12-18,Land,,Residential / Commercial,Existing Properties,Al Barshaa South Third,,,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,,0,1511.72,14000000.0,9260.97
1-102-2025-276,Sales,Sell - Pre registration,2025-01-06,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Al Habtoor Tower,Al Habtoor Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,79.97,2163825.0,27057.96
1-11-2024-34981,Sales,Sell,2024-09-19,Unit,Flat,Residential,Existing Properties,Business Bay,THE STERLING WEST HOUSE,THE STERLING WEST HOUSE,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,94.08,2308378.0,24536.33
1-102-2024-85149,Sales,Sell - Pre registration,2024-10-14,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Orbis Tower E,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,64.45,1286869.0,19966.94
1-102-2025-53018,Sales,Sell - Pre registration,2025-06-19,Unit,Flat,Residential,Off-Plan Properties,Palm Deira,Bay Grove Residences B - Building 7,Bay Grove Residences B - Dubai Islands,,,,2 B/R,1,151.02,4224000.0,27969.81
1-102-2025-10229,Sales,Sell - Pre registration,2025-02-10,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Franck Muller Vanguard,Franck muller Vanguard ,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,87.8,2227888.0,25374.58
1-41-2025-31558,Sales,Delayed Sell,2025-12-16,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - VIOLET,,,,,0,112.92,2000000.0,17711.65
1-11-2025-22694,Sales,Sell,2025-05-29,Land,,Residential,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - AQUILEGIA ,,,,,0,112.24,1400000.0,12473.27
1-102-2024-66273,Sales,Sell - Pre registration,2024-08-29,Unit,Flat,Residential,Off-Plan Properties,Bukadra,340 Riverside Crescent,340 Riverside Crescent,,,,1 B/R,1,70.28,1721015.0,24487.98
1-11-2024-27377,Sales,Sell,2024-07-24,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 5,DESERT SUN TOWER,DESERT SUN TOWER,IMG World Adventures,,,Studio,1,43.04,335000.0,7783.46
1-41-2024-2653,Sales,Delayed Sell,2024-02-06,Unit,Flat,Residential,Existing Properties,Al Merkadh,Sobha Hartland Waves,Sobha Hartland Waves,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,111.79,2570000.0,22989.53
1-41-2024-10876,Sales,Delayed Sell,2024-06-03,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - NATURA,,,,,0,112.85,1955000.0,17323.88
1-11-2024-36499,Sales,Sell,2024-09-27,Unit,Flat,Residential,Existing Properties,Madinat Al Mataar,SOUTH RESIDENCE 1,,Expo 2020 Site,,,2 B/R,1,140.03,1180600.0,8431.05
1-102-2025-65014,Sales,Sell - Pre registration,2025-07-21,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,Avenue Residence 7 By Nabni,Avenue Residence 7 By Nabni,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1 B/R,1,88.64,1511310.0,17049.98
1-11-2025-32161,Sales,Sell,2025-07-31,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,Vincitore Boulevard 4,Vincitore Boulevard,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,44.48,660000.0,14838.13
1-11-2025-5925,Sales,Sell,2025-02-12,Unit,Flat,Residential,Existing Properties,Al Hebiah First,NEWBRIDGE HILL 3,,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,3 B/R,1,223.06,1950000.0,8742.04
1-102-2025-105549,Sales,Sell - Pre registration,2025-10-21,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,Sola Residences,Sola Residences,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,2 B/R,1,93.57,1281600.0,13696.7
1-11-2025-50542,Sales,Sell,2025-12-03,Land,,Commercial,Existing Properties,Madinat Hind 4,,,,,,,0,174.8,750000.0,4290.62
1-102-2024-90875,Sales,Sell - Pre registration,2024-10-28,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Canal Heights 2,CANAL HEIGHTS 2,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,68.04,2182000.0,32069.37
1-102-2024-78529,Sales,Sell - Pre registration,2024-09-30,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Orbis Tower B,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,57.22,1151752.0,20128.49
1-102-2024-99464,Sales,Sell - Pre registration,2024-11-26,Unit,Flat,Residential,Off-Plan Properties,Bukadra,CLAYDON HOUSE BY ELLINGTON,CLAYDON HOUSE BY ELLINGTON ,Downtown Dubai,Creek Metro Station,Dubai Mall,1 B/R,1,78.11,1556828.0,19931.23
1-102-2025-99911,Sales,Sell - Pre registration,2025-10-07,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Circle,Binghatti Circle ,Sports City Swimming Academy,Dubai Internet City,Marina Mall,Studio,1,37.79,714999.0,18920.32
1-102-2025-71592,Sales,Sell - Pre registration,2025-08-06,Unit,Flat,Residential,Off-Plan Properties,Trade Center Second,Jumeirah Residences Emirates Tower B,Jumeirah Residences Emirates Towers,,,,2 B/R,1,147.75,7809000.0,52852.79
1-102-2024-54222,Sales,Sell - Pre registration,2024-07-25,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Phoenix,Binghatti Phoenix,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,73.63,1000000.0,13581.42
1-11-2024-46142,Sales,Sell,2024-11-28,Unit,Flat,Residential,Existing Properties,Um Suqaim Third,Asayel 1,Asayel at Madinat Jumeirah Living,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,80.8,2300000.0,28465.35
1-41-2025-29030,Sales,Delayed Sell,2025-11-10,Land,,Commercial,Existing Properties,Al Yufrah 1,,The Valley - Farm Grove,,,,,0,550.14,7987888.0,14519.74
1-102-2024-1571,Sales,Sell - Pre registration,2024-01-10,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Terrazzo Residences Building B,Terrazzo Residences,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,73.87,1018220.0,13783.94
1-11-2024-49417,Sales,Sell,2024-12-20,Unit,Flat,Residential,Existing Properties,Nad Al Shiba First,Azizi Greenfield,Azizi Greenfield,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,83.16,1550000.0,18638.77
1-102-2024-81670,Sales,Sell - Pre registration,2024-10-04,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Club Place Building B,Club Place,,,,3 B/R,1,149.02,4097888.0,27498.91
1-102-2025-97940,Sales,Sell - Pre registration,2025-10-02,Unit,Flat,Residential,Off-Plan Properties,Palm Deira,Bay Grove Residences D - Building 14,Bay Grove Residences D - Dubai Islands,,,,2 B/R,1,152.01,4377000.0,28794.16
1-102-2024-99288,Sales,Sell - Pre registration,2024-11-25,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,Vincitore DolceVita Residence,Vincitore Dolce Vita,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,40.7,550000.0,13513.51
1-11-2025-12276,Sales,Sell,2025-03-24,Unit,Flat,Residential,Existing Properties,Al Barsha South Fifth,03 Residence by Ned Al Ghurair,,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,1,73.78,1000000.0,13553.81
1-102-2024-11929,Sales,Sell - Pre registration,2024-02-28,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,NAS3,NAS3,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,42.09,638302.0,15165.17
1-11-2025-5441,Sales,Sell,2025-02-10,Villa,,Residential,Existing Properties,Al Hebiah Sixth,,MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA,Dubai Cycling Course,,,,0,277.32,3500000.0,12620.8
1-102-2024-17728,Sales,Sell - Pre registration,2024-03-21,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,Serene Gardens 2 By Prescott,Serene Gardens 2 by Prescott,,,,2 B/R,1,110.16,1534500.0,13929.74
1-102-2024-95050,Sales,Sell - Pre registration,2024-11-11,Unit,Flat,Residential,Off-Plan Properties,Bukadra,340 Riverside Crescent,340 Riverside Crescent,,,,1 B/R,1,64.42,1646849.0,25564.25
1-102-2025-88161,Sales,Sell - Pre registration,2025-09-18,Unit,Flat,Residential,Off-Plan Properties,Saih Shuaib 2,Samana Hills South - TOWER B,Samana Hills South,Dubai Parks and Resorts,,,1 B/R,1,61.19,921771.0,15064.09
1-11-2025-32273,Sales,Sell,2025-07-31,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Binghatti Tulip,Binghatti Tulip,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,45.92,850000.0,18510.45
1-102-2025-23169,Sales,Sell - Pre registration,2025-03-20,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,Greenspoint 2,,,,4 B/R,0,276.2,4207444.0,15233.32
1-41-2025-5943,Sales,Delayed Sell,2025-02-10,Land,,Other,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - MYKONOS,,,,,0,146.97,3074000.0,20915.83
1-102-2025-64117,Sales,Sell - Pre registration,2025-07-18,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Gate Eleven Residences -B,Gate Eleven Residences ,,,,1 B/R,1,70.77,1380321.0,19504.32
1-41-2024-15511,Sales,Delayed Sell,2024-07-31,Land,,Commercial,Existing Properties,Al Hebiah Third,,DAMAC HILLS - SILVER SPRINGS 3,,,,,0,142.75,2785000.0,19509.63
1-102-2024-24072,Sales,Sell - Pre registration,2024-04-19,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Azure,Binghatti Azure,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,36.73,599400.0,16319.09
1-102-2025-50894,Sales,Sell - Pre registration,2025-06-16,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Orbis Tower D,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,61.67,1281153.0,20774.33
1-102-2025-58334,Sales,Sell - Pre registration,2025-07-07,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 2,BELGRAVIA GARDENS - TOWER A,BELGRAVIA GARDENS,IMG World Adventures,,,1 B/R,1,71.47,1075828.0,15052.86
1-11-2024-19358,Sales,Sell,2024-05-31,Unit,Flat,Residential,Existing Properties,Al Hebiah Third,DAMAC HILLS - GOLF HORIZON - TOWER A,DAMAC HILLS - GOLF HORIZON ,Motor City,,,2 B/R,1,138.27,1650000.0,11933.17
1-102-2024-48518,Sales,Sell - Pre registration,2024-07-09,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Marsa Dubai,Ciel,Ciel,Burj Al Arab,Mina Seyahi,Marina Mall,Studio,1,7.59,706619.0,93098.68
1-41-2024-21156,Sales,Delayed Sell,2024-10-18,Land,,Commercial,Existing Properties,Ghadeer Al tair,,Mohammed Bin Rashid Al Maktoum City -District One West - Phase 2,,,,,0,630.0,12200800.0,19366.35
1-41-2025-15989,Sales,Delayed Sell,2025-05-26,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - MALDIVES 1,,,,,0,144.11,2589000.0,17965.44
1-102-2024-45225,Sales,Sell - Pre registration,2024-06-24,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 4,MAG 330,MAG 330,IMG World Adventures,,,1 B/R,1,73.01,982610.0,13458.57
1-102-2025-33607,Sales,Sell - Pre registration,2025-04-22,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,Seven City JLT,SEVEN CITY JLT,Burj Al Arab,Damac Properties,Marina Mall,Studio,1,38.58,600000.0,15552.1
1-102-2025-29747,Sales,Sell - Pre registration,2025-04-11,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Gharbi II Residence,GHARBI II RESIDENCES,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,37.13,641655.0,17281.31
1-102-2025-7960,Sales,Sell - Pre registration,2025-02-03,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 7,,Rukan 3,,,,2 B/R,0,96.2,1350000.0,14033.26
1-11-2025-27062,Sales,Sell,2025-06-26,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,AL MADAR SIRAJ TOWER,SIRAJ TOWER,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,38.6,550000.0,14248.7
1-102-2024-61635,Sales,Sell - Pre registration,2024-08-15,Unit,Flat,Residential,Off-Plan Properties,Bukadra,320 Riverside Crescent,320 Riverside Crescent,,,,2 B/R,1,100.76,2695156.0,26748.27
1-102-2025-130095,Sales,Sell - Pre registration,2025-12-19,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,CELIA HOMES,CELIA HOMES,,,,1 B/R,1,70.41,953083.0,13536.19
1-102-2025-127200,Sales,Sell - Pre registration,2025-12-12,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,Avenue Residence 7 By Nabni,Avenue Residence 7 By Nabni,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,3 B/R,1,188.87,2822936.0,14946.45
1-102-2024-56484,Sales,Sell - Pre registration,2024-08-01,Unit,Flat,Residential,Off-Plan Properties,Al Jadaf,Boutique 23,Boutique 23,Dubai International Airport,Al Jadaf Metro Station,Dubai Mall,1 B/R,1,45.17,786724.0,17416.96
1-11-2025-51606,Sales,Sell,2025-12-10,Villa,Villa,Residential,Existing Properties,Al Yelayiss 2,,MAHA TOWNHOUSES ,,,,3 B/R,0,176.9,2850000.0,16110.8
1-11-2025-40789,Sales,Sell,2025-10-06,Unit,Flat,Residential,Existing Properties,Al Hebiah First,Rabdan,,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2 B/R,1,109.65,1386888.0,12648.32
1-102-2024-20442,Sales,Sell - Pre registration,2024-04-01,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,LEVANTO BY ORO24,LEVANTO BY ORO24,Sports City Swimming Academy,Dubai Internet City,Marina Mall,3 B/R,1,119.71,1590789.0,13288.69
1-102-2025-132886,Sales,Sell - Pre registration,2025-12-25,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,15 CASCADE,15 CASCADE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,39.28,901339.0,22946.51
1-102-2024-81675,Sales,Sell - Pre registration,2024-10-04,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Golf Hillside,Golf Hillside,,,,1 B/R,1,69.32,1503888.0,21694.86
1-102-2025-4425,Sales,Sell - Pre registration,2025-01-21,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,,Haven By Aldar 2,,,,3 B/R,0,190.58,2724796.0,14297.39
1-102-2026-5205,Sales,Sell - Pre registration,2026-01-16,Villa,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,,DAMAC ISLANDS 2 - BARBADOS 2 ,,,,4 B/R,0,144.0,2824000.0,19611.11
1-11-2025-43734,Sales,Sell,2025-10-20,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - CAMELIA,,,,,0,112.24,1584000.0,14112.62
1-110-2024-665,Sales,Lease to Own Registration,2024-09-05,Villa,,Residential,Existing Properties,Al Rashidiya,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,334.45,1720000.0,5142.77
1-102-2024-70481,Sales,Sell - Pre registration,2024-09-11,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Vincitore Aqua Dimore,Vincitore Aqua Dimore,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,38.63,705000.0,18250.06
1-102-2025-38745,Sales,Sell - Pre registration,2025-05-08,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Binghatti Elite,Binghatti Elite,,,,Studio,1,34.91,618000.0,17702.66
1-41-2024-13472,Sales,Delayed Sell,2024-07-03,Villa,Villa,Residential,Existing Properties,Al Yufrah 1,,The Valley - Eden,,,,3 B/R,0,174.0,2260000.0,12988.51
1-102-2025-52296,Sales,Sell - Pre registration,2025-07-30,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 4,CAPRIA 7,CAPRIA EAST ,,,,1 B/R,1,76.8,1582000.0,20598.96
1-11-2025-17785,Sales,Sell,2025-04-30,Unit,Flat,Residential,Existing Properties,Marsa Dubai,ATTESSA X2,,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,106.0,2350000.0,22169.81
1-41-2024-8844,Sales,Delayed Sell,2024-05-10,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - VERONA,,,,,0,112.86,1831000.0,16223.64
1-102-2025-114025,Sales,Sell - Pre registration,2025-11-11,Unit,Flat,Residential,Off-Plan Properties,Ras Al Khor Industrial First,Sobha One - B,SOBHA ONE,,,,2 B/R,1,99.74,2120360.0,21258.87
1-102-2024-25770,Sales,Sell - Pre registration,2024-04-25,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Third,DAMAC HILLS - GOLF GREENS 2 -TOWER A,DAMAC HILLS - GOLF GREENS 2,Motor City,,,1 B/R,1,64.91,1279000.0,19704.21
1-102-2025-20456,Sales,Sell - Pre registration,2025-03-12,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,Ellison,Ellison ,,,,2 B/R,1,87.41,1334888.0,15271.57
1-41-2024-8189,Sales,Delayed Sell,2024-05-01,Land,,Commercial,Existing Properties,Jabal Ali First,,Jebel Ali Village Townhouses- Phase 1,,,,,0,395.83,4350000.0,10989.57
1-41-2025-6381,Sales,Delayed Sell,2025-02-13,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - VIOLET 4,,,,,0,112.87,2000500.0,17723.93
1-41-2025-15159,Sales,Delayed Sell,2025-05-19,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BALI 2,,,,,0,144.0,2377000.0,16506.94
1-102-2024-6672,Sales,Sell - Pre registration,2024-02-02,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Aeon Tower 1,Aeon,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,120.51,2826888.0,23457.7
1-11-2025-39603,Sales,Sell,2025-09-24,Unit,Flat,Residential,Existing Properties,Al Warsan First,Souk Al Warsan Townhouses-G,,,Rashidiya Metro Station,City Centre Mirdif,3 B/R,1,221.8,1630000.0,7348.96
1-102-2025-105019,Sales,Sell - Pre registration,2025-10-20,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Cove Grand Residence by Imtiaz,Cove Grand Residence by Imtiaz,,,,Studio,1,37.68,694794.0,18439.35
1-41-2025-10191,Sales,Delayed Sell,2025-04-03,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 5,,Arabian Ranches III - JOY,Hamdan Sports Complex,,,4 B/R,0,223.59,3550000.0,15877.28
1-102-2025-60025,Sales,Sell - Pre registration,2025-07-28,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 4,CAPRIA 6,CAPRIA EAST ,,,,2 B/R,1,118.33,2680000.0,22648.53
1-102-2024-20496,Sales,Sell - Pre registration,2024-04-01,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,Oxford Gardens,Oxford Gardens,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,38.32,537519.0,14027.11
1-102-2025-106480,Sales,Sell - Pre registration,2025-10-23,Unit,Flat,Residential,Off-Plan Properties,Al Satwa,EVERGRIN House 2,EVERGRIN HOUSE 2,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,Studio,1,38.7,975150.0,25197.67
1-41-2025-22878,Sales,Delayed Sell,2025-08-04,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BALI 2,,,,,0,144.01,2329460.0,16175.68
1-102-2024-47440,Sales,Sell - Pre registration,2024-07-03,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,,,,Studio,1,37.64,732564.0,19462.38
1-102-2024-92333,Sales,Sell - Pre registration,2024-10-31,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Building 1 - FOREST,Verdes by Haven 1,,,,1 B/R,1,78.84,1214004.0,15398.33
1-102-2025-12640,Sales,Sell - Pre registration,2025-02-17,Unit,Flat,Residential,Off-Plan Properties,Nadd Hessa,ALTIA ONE,ALTIA ONE,,,,2 B/R,1,114.55,1690000.0,14753.38
1-102-2024-100858,Sales,Sell - Pre registration,2024-12-04,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,SHERENA RESIDENCE 2,SHERENA RESIDENCE 2,IMG World Adventures,,,1 B/R,1,92.49,811422.0,8773.08
1-102-2024-74069,Sales,Sell - Pre registration,2024-09-20,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Phoenix,Binghatti Phoenix,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.59,717098.0,18113.13
1-460-2025-390,Sales,Sale On Payment Plan,2025-08-08,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 2,National Bonds Jewels,,IMG World Adventures,,,2 B/R,1,103.75,1178247.0,11356.6
1-102-2024-2461,Sales,Sell - Pre registration,2024-01-16,Unit,Flat,Residential,Off-Plan Properties,Al Safouh Second,DAMAC CASA,DAMAC CASA,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,165.09,4747000.0,28754.01
1-102-2025-92571,Sales,Sell - Pre registration,2025-09-23,Unit,Flat,Residential,Off-Plan Properties,Business Bay,WEST BAY TOWER,WEST BAY TOWER,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,95.54,1650000.0,17270.25
1-102-2024-60934,Sales,Sell - Pre registration,2024-08-14,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,10 OXFORD by IMAN,10 OXFORD by IMAN ,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,37.96,687120.0,18101.16
1-11-2025-26410,Sales,Sell,2025-06-24,Unit,Flat,Residential,Existing Properties,Business Bay,NOBLES,NOBLES,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,110.53,1950000.0,17642.27
1-102-2024-46689,Sales,Sell - Pre registration,2024-07-01,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1 WOOD RESIDENCE,1WOOD RESIDENCE ,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.47,622433.0,15380.11
1-41-2024-6363,Sales,Delayed Sell,2024-03-27,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - PARK GREENS 3,,,,,0,228.75,2885000.0,12612.02
1-102-2025-121673,Sales,Sell - Pre registration,2025-11-27,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,HILLS VIEW AT WASL GATE,Hills View at Wasl Gate,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,Studio,1,42.66,687483.0,16115.4
1-11-2025-22483,Sales,Sell,2025-05-28,Unit,Flat,Residential,Existing Properties,Business Bay,Bay Square - 09,BAY SQUARE,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,61.23,1115000.0,18210.03
1-102-2024-76928,Sales,Sell - Pre registration,2024-09-26,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Palace Residences Creek Blue Tower 1,Palace Residences Creek Blue,,,,1 B/R,1,70.77,2108888.0,29799.18
